"","V1","V2","V3","Di_JanFeblink$."
"t_time87",NA,"周美青被拱選台北市長？呃…馬英九都不敢勉強她"," 周美青平日穿著輕便，作風平民化，搭捷運上下班，連管區都當她是路人甲。 圖／聯合報系資料照片facebook 2018縣市長選舉將於年底舉行，丁守中、與鄭麗文都已宣布參選台北市長，但這兩人的看好度卻無法讓藍營基層安心，基層出現拱前第一夫人周美青參選台北市長的呼聲，台北市議員陳重文認為，2018年的市長選舉，若是周美青PK柯文哲，國民黨的基層一定會大團結。「這場戰役必定精彩可期，贏回北市指日可待」。  陳重文此話的背景是，前總統馬英九和周美青的狗年聯名春聯，掀起民眾爭搶風潮，許多民代服務處電話被打爆。陳重文大膽提出周美青出征的看法，他說，馬前總統的10萬張春聯一搶而空，「這跟過去馬總統任內有死亡之握的迷思，有天壤之別」。   胡志強不相信周美青肯出來，但認為她若出來可以超越柯文哲，柯文哲會講錯話，但周美青不會。 圖／聯合報系資料照片facebook 馬英九昨天在參加總統府前廣場舉行的「寒士30」尾牙活動後，正要離去前，媒體問他這個idea如何，他只回答「第一次聽說，沒聽過」，隨即搭車離去。  可是堪稱馬家好友的前台中市長胡志強說，他喜歡周美青，但不相信周美青肯出來，如果肯出來是好事。周的為人處事各方面展現很強的能力與修養，如果公平審視，周美青可以超越柯文哲，柯文哲會講錯話，但周美青不會。  要選的鄭麗文說，2016年就有人說要周美青出來選總統，但大家都知道周美青對政治沒有興趣，參選還是要有意願。  敵陣營怎麼看呢？民進黨有意參選市長的姚文智說，周美青當然有參選權，但他只看到藍營內部不斷冒出人選，「好像不喜歡丁守中」，這有意參選的丁守中不公平、不信任，他覺得可以不用這樣。  至於另一個當事人台北市長柯文哲則說，我們只能處理自己能控制的因素，像這種不能管的，「問我做什麼」。被追問是否認為周美青是強棒？柯再回說，「好啦！別再問這奇怪的題目」。   周美青十分低調，圖為1989年三項公職人員選舉投票日，圖為時任行政院研究發展考核委員會主任委員馬英九（左）與周美青（右）走出投票所。 圖／聯合報系資料照片facebook 1998年春夏之交，已否決參選台北市長數十次，辭了政務委員到政大教書的馬英九，石破天驚的宣布參選台北市長。但在此之前，除了一家親近的友人，沒有人知道馬英九的老婆是誰，當時周美青正在中國國際商業銀行的法務室擔任主任，為了馬這個決定她獻出了媒體處女首訪，她跟聯合晚報說，這個消息她跟所有人都大約同一時間知道。對馬英九參選，她已經展現酷嫂的作風說，她平常從不介入馬英九的政治事務，她「無所謂贊成或反對」，不過，她「不會出來助選」。  她說是前一天下午同事打電話告訴她，看到電視新聞報導，好像馬英九要出來選了，她才知道馬英九真的做了參選的決定。  她當時透露，其實在前一兩天，馬英九就和她談過這個問題，馬英九說，每天家門口都有好多熱心民眾聚集勸進，令他很為難。那些民眾對馬英九說，如果他不出來選，等於拱手把北市江山再度送給陳水扁。  連家裡的電話答錄機中也有不少人情緒激昂地留言或罵或勸，有個老兵罵道，當年剿匪保國，連性命都不顧了，現在國民黨快要垮了，馬英九怎麼還可以不出來！所以周美青認為，馬英九主要是受到基層民眾極大的壓力，而決定參選，他會認為，如果不選，會遺憾。    但馬英九參選後快兩個月了，周美青依然不曾露臉，直到7月12日，周美青和小女兒馬元中於台北木柵貓空茶園在媒體前公開，為隔天生日的馬英九慶生。當時外界對周美青從不公開露面的原因非常好奇，周美青當時強調，作為一個受過專業訓練的職業婦女，她可以幕後為馬英九蒐集資料，整理民意反應，或提供意見。  「我與他是多年的夫妻，我不支持他，難道我會去支持別人，投票給別人嗎？」周美青表示支持配偶參選的方式有很多，並不只限於如影隨形的陪著他到處拜訪，或陪他站台，當個「花瓶」或「陪襯的角色」而已。因此到這一天為止，她仍未點頭為馬英九輔選。   1998年台北市長選舉，國民黨台北市長候選人馬英九的太太周美青(中)，首度出來助選，在士林夜市替先生拉票。 圖／聯合報系資料照片facebook 7月中旬首度露臉後，周美青如其所說，並沒有出來當個拉票機器，但選情最後進入緊繃階段，11月21日她終於到了士林夜市，為馬英九掃街拉票，她在總部人員陪同下，對遇到的每個市民都深深一鞠躬；周美青說，她出面拉票是希望將三名候選人中最好的馬英九，介紹給每一個人，未來只要對馬英九有利，她會繼續去做。  這個情況到了馬競選連任時仍然一樣，到了2002年的10月，距投票日只有兩個月時，馬英九仍跟媒體說，要太太周美青出來助選，「我連一秒鐘都沒有想過」，說周美青可能還是循四年前的情形一樣，在選前一周才會出來站台。果然到了11月，馬英九要參加電視辯論時，周美青也「撩落去」，擔任造型師替馬英九打理「門面」，還出模擬題目考驗小馬哥，讓他能在辯論時得滿分。  然而，她挑剔的個性沒改，辯論完到了晚上11時回到家，周美青說他辯論時講了太多的數據，還是囉嗦了點。又說馬英九忘了回答是否請女性任副市長的問題。 2008年周美青（右）到潭子鄉掃街拜票，以90度的鞠躬禮，拜託選民支持馬英九。 （中央社）facebook 周美青果如馬所料，在選前最後一周才出來輔選，並且「一路走來，始終鞠躬」，對每位選民行90度鞠躬禮，是她予人最深刻的印象。她的輔選主攻市場和夜市，經常得一大早出門，深夜才回家。她不施脂粉，對每個市民都是90度鞠躬拜託；就算有人疼惜不要她彎腰，就算沒有攝影記者在拍，就算已經腰痠背痛暈頭轉向，周美青都不改原則。    2007年2月馬英九因特別費案辭去黨主席，同時閃電宣布參選總統大選，隨即回家不露面。馬英九媽媽秦厚修站在家門口大聲說，「我們都支持他任何的一切。」  這時的周美青則更加低調，天沒亮就摸黑出門搭公車上班，看到媒體麥克風，她還是制式反應「謝謝大家，你們實在太辛苦了」。她小跑步過馬路想甩開媒體，手上則拿著一分刊有「馬起訴辭主席選總統」的早報。   民進黨立委謝欣霓﹝左起﹞、徐國勇、台北市議員顏聖冠針對「馬英九特別費案」舉行記者會，質疑前台北市長馬英九有侵占公有財物嫌疑，也應調查周美青有無共犯關係。 圖／聯合報系資料照片facebook 這年4月民進黨提出總統副總統選舉罷免法第26條條文修正草案，被稱為「排馬條款」，意欲讓被起訴的馬英九無法參選總統，但被國親兩黨聯手擋下，民進黨立委林樹山、蔡其昌更嘲諷的說，其實國民黨根本不必害怕該法案的排黑條款，因為就算馬英九一審有罪，大可以以「罪不及妻孥」的理由，徵召馬英九太太周美青代夫出征，參選2008年總統。  這次總統大選，周美青再也難以置身事外，民進黨成立「揭馬弊中心」，將矛頭對準周美青，民進黨立委謝欣霓和徐國勇還指控周美青是「貪汙共犯」，並向台灣高等法院檢察署及台北地方法院遞狀，要求具體依法調查。  周美青在馬英九的風暴中保持沈默，到了8月20日碰到兩人結婚卅周年紀念日。馬英九特別跟周美青一起到馬媽媽家用餐。這一天也是馬的父母馬鶴凌與秦厚修結婚的日子，但這時馬鶴凌已不在人世。馬英九對周美青感到虧欠，在他新書「治國─台灣贏的新策略」裡說，周美青為了他參選總統，連逛街都放棄，語氣充滿了憐惜。   2016年周美青請辭中國商銀文教基金會執行長和兆豐慈善基金會副董事長，清晨她出門時面對媒體詢問，只說了聲早安後便不回應。 圖／聯合報系資料照片facebook 但馬英九當選總統，周美青的第一夫人形象卻是一身牛仔裝、拿著報紙搭公車，將媒體的追逐拋在後頭，然後拉著把手，隨著公車搖搖晃晃，一路晃到公司。不久後，為了止謗，她連普通上班族都當不了，辭職在家。  但馬英九第二任遭逢了重大政治挫折，在卸任前的2015年，一個私人聚會中，藍綠人士都討論了這個話題──周美青可否參選2016？贊成的人高呼這是招妙棋，反對者卻嗤之以鼻，認為周美青一定會被馬英九拖累！  有人問了這個題目，如果有朱立倫、吳敦義、王金平、郝龍斌、周美青五人，參加國民黨總統提名初選，誰會出線？答案很明顯。但當時仍是總統夫人的周美青可以再選總統嗎？而正在部署參選美國總統的希拉蕊似乎提供了答案。 前行政院發言人胡幼偉。 圖／聯合報系資料照片facebook 曾任政院發言人的胡幼偉2015年2月連續在臉書上討論周美青參選可能，他以「蔡則天與周則天對決」為題說，武則天坐在天上觀戰，台灣又要再創世界的歷史奇蹟囉！以周美青的個人魅力，加上這些年她對公益投注的心力，還有她的學識及能力，若願意出來帶領台灣，相信沒人會認為她不夠資格，「而且，她若參選，也符合現在新的拋棄老政客、迎接新素人的民意胃口」。  次月，一身黑色穿扮的周美青現身「爺奶健康起步走」公益記者會，對記者提問要選總統嗎？完全不予回應，只是笑笑地與活動工作人員寒暄，還攙扶其中一位有孕的工作人員一同進入會場。   馬英九被問到春聯上的周美青落款，怎還是他的字跡，不找老婆寫呢？他說「自己根本不敢跟周美青開口啊！」 圖／取自馬英九臉書facebook 如今，馬英九聲望隨著卸任日漸回升，這次過年春聯十萬份一下子被搶光，其中部分原因可能跟周美青的名字也在上面有關。但是馬英九日前與媒體餐敘，被問到春聯上的周美青落款，還是他自己的字跡，怎不請周美青自己寫呢？  馬英九的回答讓人莞薾，他說，他根本不敢跟周美青開口啊！周美青的個性與脾氣在這個回答中一覽無遺，她選不選總統，顯然馬英九也不敢跟她提吧！","https://theme.udn.com/theme/story/6773/2967800"
"t_time88","2018-02-04 13:38","胡志強：周美青若肯選北市長是好事"," 全國公教軍警暨退休人員聯合總會長胡志強今天說，若前總統馬英九的夫人周美青肯出來選台北市長是好事情，他非常喜歡周美青，但不相信她會出來選。 全國公教軍警暨退休人員聯合總會會員大會上午在國軍英雄館舉行會員大會。胡志強、國民黨副主席郝龍斌、台北市黨部主委黃呂錦茹、宣布參選台北市長的鄭麗文也出席。 民主進步黨立法委員姚文智今天在受訪時表示，周美青當然是很好、有參選的權利，「可是我只看到，好像他們都不喜歡丁守中，覺得對丁委員不太公平」，那如果國民黨的台北市長人選一直無法確定，就更加確定了民進黨應該要提名人選。 姚文智說，為什麼國民黨不斷冒出台北市長的人選，當然是對於丁守中不信任，但真的可以不必這樣；雖然這是國民黨自家的事情；不過從這方向可以看出國民黨還舉棋不定，民進黨就更應該堅定的推出自己的人選。 藍營目前已宣布參選台北市長的包括前立委丁守中、前行政院發言人鄭麗文。被問到支持誰出來，胡志強說，支持黨機制產生的候選人。 有媒體問到基層拱周美青出來參選？胡志強說，大概做不到吧。他跟周美青的交情可以說是很遠、很遠，胡志強還開玩笑，「當時要不是我放一手，我看馬英九不一定追得過我。」 胡志強說，他喜歡周美青，但不相信周美青肯出來，如果肯出來是好事。周的為人處事各方面展現很強的能力與修養，如果公平審視，周美青可以超越柯文哲，柯文哲會講錯話，但周不會。 鄭麗文表示，2016年就有人說要周美青出來選總統，但大家都知道周美青對政治沒有興趣，參選還是要有意願。 鄭麗文說，柯文哲執政3年以來有很多包袱，從競選團隊到市府都兵敗山倒、眾叛親離，今年選舉會選的很辛苦，國民黨的機會很大，應該把握機會贏回來，盼農曆年後儘速啟動初選機制，趕快決定人選。","https://udn.com/news/story/10958/2967172"
"t_time89","2018-02-04 13:00","幫女婿打選戰？劉盛良接公教軍警消退休總會理事長"," 中華民國公教軍警消暨退休人員聯合總會今天舉行會員大會及理監事改選，前國民黨立委劉盛良（左2）當選新任理事長。記者劉宛琳 /攝影分享  facebook   中華民國公教軍警消暨退休人員聯合總會今天舉行會員大會及理監事改選，前國民黨立委劉盛良當選新任理事長。據了解，劉盛良在選前即表明，在原任理事長胡志強在卸任後，他願意出錢出力協助維持會務運作，光是今天的參會就出了10萬元，因此獲得支持。也由於劉盛良對女婿江啟臣參選台中市長多所著墨，因此劉盛良今天的動作被形容成，將台中的初選打到台北。 國民黨台中市長初選民調在即，胡志強上周五首度出席國民黨立委盧秀燕服務處茶敘，隨後則在江啟臣的政見發表會上現身。不僅江啟臣找上胡志強站台，江啟臣的岳父劉盛良也積極幫女婿拉票，擔任公教軍警暨退休人員聯合總會舉辦會員大會顧問團團長，並與胡志強在邀請函上聯名邀請會員參加「愛國和平宣言活動」活動。 知情人士表示，劉盛良此舉當然是為了要替江啟臣參選台中市長掌握更多的影響力，但部分參與協會的退休軍公教人士認為，江啟臣在年改議題上並沒有積極替軍公教爭取，因此就算劉盛良出任理事長，也不會讓這個協會公開表態挺江啟臣。 今天會員大會改選11名監事跟33名理事，並從33名理事內推選出一名理事長（總會長），。今日退休軍公教警消人員聚集在此，國民黨副主席郝龍斌、台北市長擬參選人丁守中、鄭麗文、李錫錕都出席，現場起氛熱絡，但有不少退役軍官討論軍人年改，對於年改版本十分不滿。 胡志強今受訪表示，他支持劉盛良接任理事長，但這件事跟江啟臣沒關係，「他（指劉盛良）從來沒跟我談過江啟臣的事情，這次他要出來也不是我事先支持的」，胡說，他們（會員）本來希望自己連任，但他真的太忙，所以他們就去找了劉盛良。胡也在大會中再度強調，他根本沒有參與推舉劉盛良，這個岳父對女婿滿意不滿意他也不知道。 至於選理事長是不是在幫女婿拉票？劉盛良受訪一度愣住，他說「誰？我？我都沒有下去啊！」他僅表示，現在江啟臣正在初選中，他不便介入，今天來選理事長也跟江沒有關係。","https://udn.com/news/story/10958/2967146"
"t_time90","2018-02-04 13:00","傳選北市長 李錫錕：市民若需要義不容辭"," 台大政治系教授李錫錕今天出席公教軍警退休人員大會時說，如果台北市民需要他，會義不容辭。他也談到自己是國民黨終生黨員，會用他的方式幫助國民黨，若參選會用無黨籍。 全國公教軍警暨退休人員聯合總會會員大會上午在國軍英雄館舉行第二屆會員大會。總會長胡志強、國民黨副主席郝龍斌、台北市黨部主委黃呂錦茹、宣布參選台北市長的鄭麗文也出席。 外號「power錕」的李錫錕曾在民國78年代替國民黨角逐台北縣長，近來因為課堂言論廣受討論。李錫錕今天在鄭麗文之後，受邀上台致詞。談到是否代表國民黨參選台北市長，他說，戶籍還在新北市，沒有遷到台北市，對於參選他是「欲罷不能、呼之欲出。」 媒體問到是否代表國民黨參選？李錫錕說，希望用他的方式，可能是無黨籍。何時宣布參選？李錫錕說，他已經70歲了，希望年輕人出頭，並指著身旁的鄭麗文，要讓年輕人去跑，「要是丁守中問我，我也這樣說」，「你們要一直衝，衝到我沒有機會衝。」 李錫錕指出，他是國民黨的終生黨員，曾受過革命實踐研究院半年的黨務幹部訓練，當時的院長是故總統蔣介石，也在新北市黨部當過兩年黨工，「我的血還是藍的吧？」但他也說，如果局勢真的需要用另一種方法幫助國民黨，「那就是我」，他會用他的方式幫忙，最後還是一家人。 李錫錕說，若宣布參選者猛將如雲，他就繼續在課堂上課，如果發現台北市民需要他，他也義不容辭，可能用無黨籍（參選）。 他也談到電影黑暗時刻，自比前英國首相邱吉爾，邱吉爾在二戰時期，英國被德國包圍時，起來承擔責任抵抗到底，「如果有機會，我希望當那個老人家」。他也向大家呼籲，不要洩氣，必要的時候不用客氣，用選票改變現況，選出真正對國家社會有幫助的人。 胡志強說，李錫錕講了這麼多，有沒有看到黃呂錦茹就坐在台下，此時黃呂也上前跟李錫錕握手。被問到是否有跟黃呂錦茹談過？李錫錕說，還沒有。","https://udn.com/news/story/10958/2967142"
"t_time91","2018-02-04 12:58","國民黨台中市長選戰 纏鬥到台北"," 國民黨台中市長選舉初選民調即將展開，爭取提名的國民黨立委盧秀燕、江啟臣競爭激烈，雙方纏鬥由台中打到台北，前台中市長胡志強與盧秀燕交情好，被江啟臣岳父劉盛良千方百計拔樁，將胡志強拉走，盧秀燕只好打出馬英九牌反制，馬英九親自接見盧秀燕，為盧秀燕初選勝利加油打氣，主動拉著盧秀燕合影，鼓勵盧秀燕代表國民黨參選台中市長。 國民黨立委盧秀燕為了初選民調，拜會卸任總統馬英九爭取支持，馬英九為盧秀燕加油打氣。 圖片來源／盧秀燕立委研究室分享  facebook    盧秀燕連任多屆立委，是現在少數國民黨資深立委，她從台灣省議員轉戰立委時，因為省議會背景，當時黨部懷疑她與當時的台灣省長宋楚瑜有關連，沒有挹注太多資源輔選，歷次選戰都打得很艱辛。這次初選對手雖然從政資歷淺薄，但家族與姻親勢力不小，讓盧秀燕備感壓力。 胡志強在台中參選市長，盧秀燕無役不與，是胡志強選戰的重要基層支持力量，儘管兩人有這樣的交情，仍不敵客觀現實物質條件的誘因。胡志強擔任公教軍警消及退休人員聯合總會會長，劉盛良積極運作，搶進公教軍警消及退休人員聯合總會，搖身一變，擔任顧問團總團長。 知情人士說，這是劉盛良幫江啟臣拔盧秀燕在台中的大樁腳，為盧秀燕初選民調設下障礙。至於總顧問這種頭銜，一般團體很少會站上檯面，但是這次台中初選太激烈，公教軍警消及退休人員聯合總會在台北舉行活動請柬上，除了總會長名字，居然出現總顧問名字，這還不明顯嗎？這是胡志強出現在江啟臣造勢場合的原因之一，胡志強有無倒向江啟臣，不言而喻。 台中地方人士表示，盧秀燕這次初選，不只是跟江啟臣競爭，江後面的劉盛良，有龐大財力與人脈，尤其國民黨內部近來遭遇困難，曾尋求劉盛良協助，這種人情債在選舉時比江還難纏。為了爭取民調支持，只好打出馬英九牌，希望提高民調認同。馬英九與盧秀燕在台北內湖會面，當面為盧秀燕加油打氣，兩人打開話匣子，還延長會面時間，馬英九對盧秀燕多所鼓勵，希望她能勝選，馬英九主動要與盧合影，熱情表達對盧的支持。 江啟臣陣營先前藉馬英九春聯，大肆宣傳是台中獨家提供，炒作地方話題，但這與實際情況略有出入，據了解，馬辦也不太認同這種炒作。  中華民國公教軍警消暨退休人員聯合總會今天舉行會員大會，原任理事長胡志強(左二)與會員握手寒暄，爭取接任理事長的劉盛良(右二)一旁陪同。 記者劉宛琳／攝影分享  facebook    中華民國公教軍警消暨退休人員聯合總會今天舉行會員大會，正在參加國民黨台中市長選舉初選的國民黨立委江啟臣，他的岳父劉盛良爭取擔任新任理事長，不但表明願意出錢出力協助維持會務運作，光是今天餐會就出了10萬元。劉盛良對江啟臣參選台中市長多所著墨，劉盛良今天的大動作被形容是將台中的初選打到台北。 知情人士表示，劉盛良當然是為了要替江啟臣參選台中市長，掌握更多的影響力，部分參與協會的退休軍公教人士認為，江啟臣在年改議題很少替軍公教爭取，就算劉盛良出任理事長，也不會讓這個協會公開表態挺江啟臣。 一位馬英九政府時期的國安會官員，是以藍皮綠骨形容江啟臣的政治立場，這位與江啟臣同為學者背景的卸任官員曾經分析江啟臣在台中豐原家族過去多支持民進黨為多。 今天會員大會改選11名監事跟33名理事，從33名理事推選理事長，由於協會成員為退休軍公教警消，除了國民黨副主席郝龍斌到場致意，批評蔡政府打擊軍公教，是動搖國本。其他爭取參選台北市長的國民黨人士包括丁守中、鄭麗文、李錫錕等，也都到場致意，讓這次會員大會飄著濃濃的國民黨初選味。 胡志強表示，他支持劉盛良接任理事長，但這與江啟臣沒關係。劉盛良從來沒跟他談過江啟臣的事情，這次要出來，也不是他事先支持的。會員本來希望他連任，但他真的太忙，所以他們就去找了劉盛良。胡志強說，他沒有參與推舉劉盛良，這個岳父對女婿滿意不滿意，他也不知道。 對於劉盛良競選理事長，是否幫江啟臣拉，劉盛良聽到這個問題，先是愣住，接著說，他都沒有下去啊，現在江啟臣正在初選中，他不便介入，今天來選理事長，也跟江沒有關係。 ","https://udn.com/news/story/10958/2967134"
"t_time92","2018-02-04 11:43","不宣布參選台北市長？李錫錕：我當備胎就好"," 台大教授李錫錕。圖／報系資料照分享  facebook   傳出將以無黨籍參選台北市長的台大教授李錫錕，今天出席中華民國公教軍警消暨退休人員聯合總會大會，首度解釋為何身為國民黨黨員，卻不用國民黨籍參選。他表示，自己的戶籍仍在新北市，而且自己仍希望由黨內的年輕人出來選，自己當「備胎」就好。 李錫錕表示，一直以來他都在罵柯文哲，說自己來選總比他好，所以現在有一點欲罷不能、呼之欲出，可是他畢竟是老人，這個年紀當然都希望年輕人出頭。這時，李錫錕牽起坐在他身旁，同場出席活動的台北市長擬參選人鄭麗文，台下一陣歡聲雷動。 李錫錕說，媒體常常問他為什麼不宣布參選，他總是說，我們老人家定要讓年輕人去跑，丁守中問他他也這樣告訴丁。不過，李錫錕強調，自己有一個保留狀況，目前台北市民20％支持民進黨，但國民黨也只有20％，有60％民眾對政黨沒有好感，如果最後發現那個局是需要一個「用另外的方法」來幫助國民黨，「那我就可以來了」。","https://udn.com/news/story/10958/2967034"
"t_time93","2018-02-03 10:57","民調頻出爭議 丁守中：黨主席應出面協調"," 國民黨籍嘉義市議會議長蕭淑麗不相信民調，退出國民黨參選嘉義市長，加上日前基隆民調也搞烏龍，台北市長擬參選人、前立委丁守中上午至傳統市場掃街，被媒體問到民調爭議，丁守中指出，黨主席責無旁貸，過去有爭議時 都是黨主席親自出馬去協調。 丁守中指出，民調有其問題，但事實上除了民調，台灣現今沒有其他更好的方式，因此民調必須要做得更精準，委託的機構要更專業、仔細。 媒體問丁守中，會不會擔心在台北發生，成為下一個受害者，丁守中說，若遇到這種問題 ，黨主席就要出來協調，過去他當過組發會主委，提名有爭議時，光靠組發會主委不夠，要主席親自去協調化解，團結最重要。 至於會不會擔心台北市有分裂危機，丁守中說，台北市還沒有這種跡象，因為民調還沒做，參選表態有多少人，還不曉得，歡迎有志參選的人參加公平初選，選出最強的人，贏回台北市政權。 對於前副總統呂秀蓮參選，丁守中說，呂秀蓮是民進黨資深前輩，有黨政閱歷、施政經驗及國際宏觀視野，是一等一的人選，民進黨不該缺席台北市長選舉，畢竟民進黨是執政黨，在首都市長選舉缺席，讓給一個理念完全不一樣的人，儼然被綁架，民進黨基層情何以堪，呂秀蓮出來是為民進黨前途堪憂。台北市長擬參選人、前立委丁守中上午冒著寒風至北市傳統市場掃街。圖／丁守中台北市長競選辦公室提供。分享  facebook   ","https://udn.com/news/story/10958/2965692"
"t_time94","2018-02-02 21:08","陳景峻批柯Ｐ違反體制 丁守中諷：自己人窩裡反","  台北市副市長陳景峻中午接受「POP搶先爆」主持人黃光芹專訪時，批評柯文哲私下和廠商見面，甚至答應幫忙募款，這樣已經完全違體制。對此，國民黨台北市長擬參選人、前立委丁守中指出，柯P最喜歡罵前任馬市府、郝市府黑箱，連自己人都窩裡反，請問柯P，這不叫黑箱？什麼叫黑箱？丁守中還諷刺這是被副市長認證的柯P黑箱。 丁守中說，柯文哲上任要掃除五大弊案，結果查弊虎頭蛇尾也就算了，今天柯市府的副市長陳景峻還公開爆料，柯文哲不但違反行政體制，跟廠商私下會面，還承諾會幫忙募款，連自己人都窩裡反。 丁守中說，柯P不是一上台就搞了個廉政透明委員會，燈節這麼大風波，這批人到哪裡去了？有說過一句話嗎？主管廉政的台北市政風處又到哪裡去了？並反問，市民將柯選出來，是為了讓柯用市政資源支持私人廠商嗎？柯文哲和廠商會面時談了些什麼？總要有個說法吧？ 對此，北市府發言人劉奕霆指出，市府並非主動邀廠商進府，並非黑箱。陳景峻副市長辦公室下午也回應，市府內部並無不合，只有檢討改進。國民黨台北市長擬參選人、前立委丁守中。圖／報系資料照分享  facebook   ","https://udn.com/news/story/7323/2965162"
"t_time95","2018-02-02 15:43","台北花市交通不便？丁守中：可用社區小巴接駁"," 國民黨擬台北市長參選人、前立委丁守中上午走訪內湖台北花市。圖／丁守中競選台北市長辦公室提供分享  facebook    國民黨擬台北市長參選人、前立委丁守中上午走訪內湖台北花市，因花市附近無捷運，最近的公車站又遠在舊宗路上，交通不便，丁守中認為他所提出的社區小巴政策，增加接駁班次可以改善，且小巴機動性高，又不占車道，可解決花市無公車站的問題。 上午參訪時，有花市攤商向丁守中反映，花市以民善街隔為A、B兩館，但斑馬線卻在路口兩頭，許多民眾與攤商為了貪圖方便，經常直接橫越馬路，增加危險。希望透過增設斑馬線的方式，讓攤商與民眾更為便利，且更加安全。 此外，花市附近無捷運，最近的公車站又遠在舊宗路上，民眾採買完花卉之後，經常要拎著大包小包走去舊宗路搭公車，非常不方便。丁守中認為，要進一步促進花市發展，交通問題是首要重點，便利的大眾運輸系統才能增加民眾到達採購的意願。 丁守中上午在台北市園藝花卉職業工會理事長魏隆乾等人的陪同下，走訪位於內湖的台北花市。丁守中台北市長競選辦公室指出，台北花市當初遷移時，丁守中擔任立法院經濟委員會召集委員，協助選址於內湖，並向中央政府爭取補助50%的遷建建設經費。 另外，現今台北花市現代化的批發售價系統、採光明亮的玻璃帷幕造型，也是因丁守中當時透過國會外交考察了荷蘭Aalsmeer花卉拍賣批發市場後，回台要求台北花市也應比照國際先進都市建設辦理。 ","https://udn.com/news/story/10958/2964517"
"t_time96","2018-01-31 23:21","「姚姚」將挑戰 柯P：不撕破臉 永留合作空間","  民進黨立委姚文智要挑戰北市長柯文哲，曾任柯文哲2014年競選總幹事的姚立明將改任姚文智競選總幹事。網友稱這樣組合是「姚姚來了，殺很大」。 昔日戰友姚立明（右）要出任姚文智的競選總幹事，目前在歐洲訪問的北市長柯文哲（左）表示，不能當朋友，也不要當敵人，這是基本戰略。 圖／聯合報系資料照片分享  facebook    正在歐洲出訪的柯文哲表示，不能當朋友，也不要當敵人，這是基本戰略；隨著選戰進行，集團一定會變大，不要撕破臉，永遠留下日後還可合作的空間。至於他和姚立明的關係？柯文哲說，「還好啊，吃飯沒有問題」。 蔡英文總統昨晚出席民進黨尾牙時說，看到姚文智如果不提一下，一定說她偏心，但「我如果偏心，我一定是偏著你(指姚文智)。」話一說完，現場立刻響起一陣掌聲。 立委姚文智表示，姚立明也無法接受柯的作風離開柯陣營，有點像「內部政變」。 圖／聯合報系資料照片分享  facebook    姚文智昨表示，有姚立明的加入，他有把握將國民黨參選人丁守中打成第3名；他本來就有決心參選到底，只是他處於爭取民進黨提名階段，還有一段時間要努力，他會和民進黨基層、高層溝通，也會與姚立明討論選舉布局，「看姚立明能不能明天就開始上班。」 對於政壇「姚姚配」，前立委丁守中酸說，請姚文智不要自嗨，既然說要參選到底，就要說到做到。 圖／擷取自丁守中臉書分享  facebook    丁守中說，姚文智不要「自high」，既然說要參選到底，就要說到做到。民進黨已被柯文哲綁架，執政黨竟然在首都提不出市長候選人，市民都在看笑話，他真的希望包括姚文智在內的民進黨朋友，拿出骨氣參選。 行政院前發言人鄭麗文表示，姚立明加入姚文智陣營，代表柯文哲已眾叛親離，柯應該要好好檢討。姚立明當初力挺，淡化柯墨綠色彩，如今兩人決裂，重創柯文哲的形象；民進黨提名的人越強，對國民黨越有利。 民進黨台北市議員簡舒培說，柯文哲顯然已是眾叛親離，加上市政表現不理想，「姚姚配」確實會對柯形成壓力。  對於「無國界記者組織」譴責柯市府封殺記者採訪權，柯文哲昨語氣強硬表示，記者也要遵守平衡報導和查證義務，如果不查證、不平衡，那就連專業都沒有；記者有採訪自由，被採訪者應該也有拒絕被採訪的自由。 ","https://udn.com/news/story/10958/2961220"
"t_time97","2018-01-31 18:16","「姚姚配」搶攻台北市長？ 丁守中酸：民進黨請選到底"," 已表態參選台北市長的民進黨立委姚文智昨在臉書上宣布，國會觀察基金會董事長姚立明願意擔任他的競選總幹事，今將當面邀請姚立明，看看明天能否上班，姚文智搭配姚立明，更被戲稱是「姚姚來了，殺很大」。 對於「姚姚配」，國民黨擬台北市長參選人、前立委丁守中表示，聽說姚文智獲得姚立明先生力挺後士氣大振，不但再度表態會參選台北市長，並稱有把握「把丁守中打成第3名」。 丁守中還酸說，請姚文智不要自嗨，既然說要參選到底，就要說到做到。 丁守中表示，民進黨已經被柯文哲綁架，身為執政黨，竟然在首都提不出市長候選人，已經被柯P看扁了，連市民都在看笑話。所以我真的希望包括姚文智在內的民進黨朋友，拿出骨氣參選，更要說到做到。 丁守中表示，參選市長一路走來，唯一鎖定目標就是在年底打敗柯文哲，拚台北驕傲！所以也請姚立委有點志氣，還沒選就立志爭第2名，難怪柯P根本不把民進黨放在眼裡啊。對於政壇「姚姚配」，前立委丁守中則是酸說，請姚文智不要自嗨，既然說要參選到底，就要說到做到。圖／擷取自丁守中臉書分享  facebook     ","https://udn.com/news/story/10958/2960601"
