"Media","V1","bindtext"
"228","LTN","呂秀蓮跟民進黨說掰掰 周玉蔻：放鞭炮 恭喜民進黨解脫
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔即時新聞／綜合報導〕疑似不滿民進黨直接徵召姚文智參選台北市長，前副總統呂秀蓮稍早聲明「Bye Bye！民進黨」，引發外界關注，不過名嘴周玉蔻對此表示：「恭喜賀喜，民進黨解脫了！放鞭炮。」 在民進黨直接徵召姚文智參選台北市長後，呂秀蓮稍早透過辦公室幕僚於媒體群組發文 ，指稱「對於一個失去黨德和黨魂的政黨，與其痛苦留下來，不如歸去。」、「道不同，不相為謀！」、「Bye Bye！民進黨!」。姚文智對此回應說，希望不是真的，「盼呂副回台後，能改變心意！」 消息傳出後民進黨中央，只表示尊重、但遺憾，沒有其他評論。不過名嘴周玉蔻指稱，民進黨中央黨部秘書長洪耀福對此表示「不知」，顯然呂秀蓮尚未向黨中央申請退黨，但她說，若呂秀蓮真的有意退出民進黨，那她要「恭喜賀喜，民進黨解脫了！放鞭炮。」  前副總統呂秀蓮透過幕僚傳訊息「Bye Bye！民進黨」，名嘴周玉蔻解讀應該恭喜民進黨。圖為呂秀蓮26日與姚文智出席政見發表會。（資料照） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"234","LTN","呂秀蓮說Bye Bye 民進黨：遺憾但尊重
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉／台北報導〕民進黨中執會今提名立委姚文智參選台北市長後，曾爭取民進黨北市長提名的前副總統呂秀蓮今晚間突透過幕僚於媒體群組表示，「對於一個失去黨德和黨魂的政黨，與其痛苦留下來，不如歸去。」「道不同，不相為謀！」「Bye Bye！民進黨!」 對此，民進黨發言人鄭朝方僅表示，「遺憾，但尊重，沒有評論」。 由於呂秀蓮目前人在國外，姚文智稍早也回應，「寧相信不是真的，盼呂副回台後，能改變心意！」 呂秀蓮晚間發出聲明跟民進黨說Bye Bye，震撼台灣政壇。（資料照，記者方賓照攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"244","LTN","退黨？ 呂秀蓮：ByeBye！民進黨
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  首次上稿 19:27更新時間 21:20 〔記者楊淳卉／台北報導〕民進黨台北市長選戰在自提人布局下，最後由黨內有意參選者立委姚文智及前副總統呂秀蓮競爭，並由姚文智出線獲得提名。呂秀蓮稍早突透過幕僚於媒體群組發文，表示「對於一個失去黨德和黨魂的政黨，與其痛苦留下來，不如歸去。」「道不同，不相為謀！」「Bye Bye！民進黨!」 民進黨在得知呂秀蓮的發文之後，發言人鄭朝方僅表示，「遺憾，但尊重，沒有評論」。 由於呂秀蓮目前人在國外，姚文智稍早也回應，「寧相信不是真的，盼呂副回台後，能改變心意！」 據呂秀蓮幕僚表示，待呂秀蓮回國之後，將會有完整說明。 呂秀蓮發文全文： <U+5BFE>於一個失去黨德和黨魂的政黨，與其痛苦留下來，不如歸去。 道不同，不相為謀! Bye Bye！民進黨! 民進黨台北市長選戰決定由姚文智出線獲得提名，競爭者呂秀蓮晚間發出「Bye Bye！民進黨!」的訊息。（資料照，記者簡榮豐攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"254","LTN","民進黨提名姚文智參選北市長 小英：如釋重負嗎
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉／台北報導〕民進黨中執會今通過徵召提名立委姚文智參選下屆台北市長。與會者轉述，中執會上討論台北市長提名姚文智時，民進黨主席、總統蔡英文先是詢問在場中執委「有沒有意見」？現場一片靜默後，蔡又開玩笑說「是如釋重負嗎」？有中執委回應蔡：「不是如釋重負，要開始助選了，是更大責任的開始！」最後全場拍手通過提名案。 姚文智獲提名後於民進黨中央表示，他對於這場選舉有百分之百信心，或許目前情況和大家想得不一樣，但他認為選情會「開低走高」，他勸大家「逢低買進」，未來選舉大家會跌破眼鏡，他非常有信心得到勝利。 民進黨發言人蔡適應會後轉述，蔡英文於中執會上表示，姚文智在台北市長期耕耘，基層經營扎實，對市政議題有全面的理解、對市政建設的關注不遺餘力，同時，他也提出最有願景的市政藍圖，「在這裡，我們可以很有信心的說，姚文智同志是本黨在台北市準備最充分、最有戰力、最能為台北市帶來進步的市長候選人」。全黨要團結一致、共同努力，向市民爭取最大支持。 民進黨主席蔡英文（右）約見民進黨台北市長參選人姚文智（左）。（民進黨台北市黨部提供） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"263","LTN","獲提名戰北市 姚文智：選情會「開低走高」跌破大家眼鏡
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  民進黨中執會30日通過提名立委姚文智參選下屆台北市長，姚文智說，選情將會是開低走高，呼籲市民逢低買進。（記者劉信德攝）  〔記者楊淳卉／台北報導〕民進黨中執會今天（30日）通過提名立委姚文智參選下屆台北市長。姚文智稍早在民進黨台北市黨部主委黃承國陪同下，於黨中央發表談話。姚文智說，他對於這場選舉有百分之百信心，或許大家認為，目前情況跟大家想得不一樣，但他認為選情會「開低走高」，他也勸大家「逢低買進」，未來選舉大家會跌破眼鏡，他非常有信心得到勝利！ 姚文智說，他前幾天剛好遇到行政院長賴清德，他向賴揆說：「丞相、起風了」，這個風是風向、風勢，也希望是風潮，希望民進黨提名他之後，能在台北市風起雲湧、乘風破浪、掀起風潮，這個風潮也會帶領民進黨取得台北市長勝利。 姚文智也說，他當選市長後，第一份公文就是要簽訂大巨蛋與遠雄解約，由市府接管，市府接管後，要迅速徹底總體檢，未來該拆就拆、該建就建。他也批評，過去馬英九市長時代涉及圖利，郝龍斌市長時代涉及放水，柯文哲市長時代則一開始雷聲大雨點小，後來看到政商操作，都延誤妨礙市民整體利益。 姚文智說，台北必須經過大刀闊斧的都市改革運動，接近於地殼改造的地殼運動；國家首都也兼顧台灣價值實現；台灣價值如何具體落實在市政建設上，是未來要努力和市民朋友溝通的目標希望未來和市民朋友充分溝通，提出更有前瞻性、格局政策，把台北帶向世界級城市的願景。 被問到目前民調低迷，甚至在年輕族群支持度慘澹，未來如何趕上？姚文智說，所有民調都參考，正是提名後，希望未來選舉都導向真正市政藍圖和發展。年輕人的需要，會提出非常多政見，相信很多年輕人還不了解姚文智提出的政見，他會繼續努力。 民進黨發言人蔡適應轉述，黨主席蔡英文於中執會上表示，姚文智是本黨優秀的從政同志，在立法院，姚文智是優秀的立法委員，他出色的問政，深獲黨團同仁的信任，同時，姚文智也有豐富的行政經歷，他歷任高雄市政府新聞處長、副秘書長、行政院新聞局局長，在他擔任這些職務的期間，也有非常出色的表現。 蔡英文說，姚文智在台北市長期耕耘，基層經營扎實，對市政議題有全面的理解、對市政建設的關注不遺餘力，同時，他也提出最有願景的市政藍圖，「在這裡，我們可以很有信心的說，姚文智同志是本黨在台北市準備最充分、最有戰力、最能為台北市帶來進步的市長候選人。」 蔡英文在會中說，姚文智將代表民進黨參選2018年台北市長選舉，全黨要團結一致、共同努力，向市民爭取最大支持。 民進黨主席蔡英文約見民進黨台北市長參選人姚文智。（民進黨台北市黨部提供） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"274","LTN","雙北月票1280元太貴？ 丁守中：降到800元才合理
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  國民黨台北市長參選人丁守中今接受網路訪問時提到，目前雙北月票定價1280太貴，應降到800元才合理。（資料照） 〔即時新聞／綜合報導〕針對雙北推動1280元交通定期票，國民黨台北市長參選人丁守中日前稱自己才是最先提出月票概念的，而今他又再次對雙北月票發表意見，他認為雙北月票1280元太貴，應降到800元才合理。 國民黨台北市長參選人丁守中今接受《蘋果》直播節目《八方聊天室》專訪，質疑雙北吃到飽的月票價格1280元還是太高；丁守中指出，他前年去美國哈佛當訪問學者，美國國民所得是台灣的2.5倍，他說波士頓是全美是物價第二高的城市，僅次於紐約，但當地大眾運輸月票才84美金，比較兩地所得，雙北的吃到飽月票應降到800元。 丁守中表示，經過精算後，每人在台北市上班平均一趟交通費不到22元，而且通常週六日不會使用，月票定800元左右都不會賠錢，1280元還是賺；丁守中強調，雙北這麼多機車，車禍死亡人數也多，以省下的社會、環境汙染的成本跟生命無價來看，大力補貼800元月票絕對可行。 丁守中強調目前1280元的月票誘因不高，實質增長率與賣出數量都很有限。 台北市政府所推出的雙北公車、捷運1280元月票一直受外界矚目，民進黨徵召參選台北市長的立委姚文智也曾說過，只要月票結合電子支付、升級悠遊卡、開放企業運用，「不要說1280元，0元都有可能！」 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"284","LTN","姚文智民調墊底 陳明文：正式提名後情況會不一樣
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉／台北報導〕民進黨中執會今將通過提名立委姚文智參選下屆台北市長，不過外界不看好姚選情，多份民調也指姚支持度大幅落後無黨籍現任市長柯文哲及國民黨台北市長參選人丁守中。對此，選對會共同召集人陳明文今於中執會前受訪表示，相信民進黨正式通過提名姚文智後，「情況會不一樣」，相信姚文智會得到最後勝利， 陳明文說，台北市長人選在選對會通過後，已正式向主席蔡英文報告，建議主席在今中執會提名姚文智代表民進黨參選台北市長；姚文智過去一直不被看好，大家也不認為民進黨會正式提名他，相信民進黨正式通過提名姚文智後，相信情況會不一樣，大家會對民進黨候選人有正面看待，開始凝聚民進黨支持者，相信姚文智在這次台北市長選舉會得到最後勝利。 陳明文說，今提名後，會正式與姚文智討論未來選舉策略。媒體追問若沒和柯整合好怎麼辦？會不會讓丁守中漁翁得力？陳明文回應，為什麼要跟柯整合？為什麼會讓丁守中漁翁得力？民進黨提名的候選人，會接受選民檢驗。 民進黨選對會召集人陳明文出席民進黨中常會。（記者劉信德攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"294","LTN","今正式提名 姚：團結讓支持者回流
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者楊淳卉／台北報導〕民進黨中執會今將通過徵召立委姚文智參選下屆台北市長，與無黨籍現任市長柯文哲、國民黨台北市長參選人丁守中競逐首都市長之位。據了解，選對會共同召集人陳明文等核心幹部昨首次邀姚文智討論選戰。 姚文智昨受訪坦言，民進黨過去對於是否禮讓柯文哲討論非常久，讓部分綠營支持者舉棋不定，北市選戰須突破的第一步，就是讓綠營支持者「回流」。 民進黨五月決定台北市長自提人選，選對會前天建議徵召姚文智，中執會今通過後即完成提名程序。然而近日有媒體民調顯示，丁守中鞏固七成泛藍支持，姚文智獲五成泛綠支持，仍有三成泛綠票源轉向柯。 核心人士坦言，民進黨還未正式提名，就不斷有「棄保」、「民進黨選假的」等傳言，部分綠營支持者確實還在觀望，但他強調「政黨不可能提假的」，民進黨完成台北市長提名程序後，首先得團結綠營支持者。 核心人士說，只要讓民眾感受民進黨和姚文智有決心，綠營支持者一定會慢慢歸隊，民進黨在台北市有廿七個議員參選人，還有許多里長，這些都是姚的基本盤。 姚文智表示，希望透過合作造勢，營造團結，讓支持者回流。他明天將拜訪北市議會民進黨團，週五再拜會民進黨台北市黨部。 姚文智說，三足鼎立的選舉變化萬千，昨他與選對會針對組織架構、後續安排選舉造勢、與其他各縣市聯合造勢做初步意見交換。此外，在七月十五日黨代表大會，將安排所有黨內縣市長提名人舉辦共同造勢活動。 針對民進黨將徵召姚文智選台北市長，民進黨新北市長參選人蘇貞昌表示，他很高興看到好人才出來，縣市長選舉一定是由每個縣市自己紮穩基礎，如果志同道合、有需要，一定會有相關合作。 將代表民進黨參選台北市長的立委姚文智，昨出席立法院院會與同仁有說有笑，顯露好心情。（記者朱沛雄攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"304","LTN","與綠分手變恐怖情人？ 柯P：離婚還是能一起做生意
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  台北市長柯文哲今天在市議會答詢時說，與民進黨「分手」後，他都沒問題，「夫妻離婚還是可以一起做生意」。（記者林正<U+5803>攝） 〔記者鍾泓良／台北報導〕台北市長柯文哲今天於議會接受總質詢，民進黨議員陳慈慧、顏若芳不停追問柯文哲對於今年底選戰態度。顏若芳說，柯文哲跟民進黨從情人、夫妻關係分手後，講話越來越辛辣，近期情殺案件多，質疑柯文哲會不會變成恐怖情人；柯文哲說不會，並說分手後他都沒有問題，反而認為民進黨議員不敢靠過來，覺得「夫妻離婚還是可以一起做生意。」 陳慈慧表示，柯文哲過去曾說民進黨是最重要的盟友，如今已確定由立委姚文智出戰北市，雙方已經分手定了，要柯評估分手後選情；柯文哲就說，還有6個月，就是盡力，強調都把每次選舉都當成改變台灣政治文化的社會運動。 陳慈慧也追問要找誰當競選總幹事？柯文哲表示，他有思考是否可能市政一路打到底，表示目前都還沒想到這個問題。至於之前傳出柯想派出「5刺客」，陳追問是否徵詢過官員或市府人員參選？柯說，曾經有開玩笑講過，但並非認真討論。 陳慈慧追問，過去新黨主席郁慕明曾說可以有條件支持柯文哲，是否等於將會與新黨合作？柯文哲說，他從來沒有跟郁慕明說過話，「任何人找我們講話，我們都說Yes，但老實講，也沒甚麼好合作的，大概也還好」，並說他跟新黨是一回事，但跟新黨議員陳彥伯跟潘懷宗都認識3年，可以討論合作。 而當議員追問柯文哲是否會來者不拒，甚至跟新北市長參選人侯友宜，及高雄市長參選人韓國瑜組成「白藍連線」，來個全台輔選？柯文哲開玩笑回說是「藍白拖」，接著說，他就是想把市政做好，認為假設性題目太難回答。 至於連任失敗後是否會考慮組黨，將全國的「白派」、「柯友友」串聯，直攻2020年？柯文哲說，等選完當晚再說。  新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"317","LTN","稱姚文智僅能吸引柯黑票   學者：綠營可能棄保
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  柯P民調領先姚文智2倍以上，范世平分析，若姚文智日後民調仍無起色，可能會有棄保效應。（資料照） 〔即時新聞／綜合報導〕針對2018台北市長選情，一份媒體最新民調顯示，台北市長柯文哲與國民黨參選人丁守中勢均力敵，皆勝過民進黨立委姚文智2倍以上。台灣師範大學政治學研究所教授范世平分析，若姚文智日後的支持度仍無起色，綠營有可能會有棄保效應。 《蘋果日報》委託世新大學所做的民調顯示，丁守中獲得29.1%民眾支持，柯文哲29.0%支持，姚文智13.5%，未表態有28.4%。范世平認為，姚文智獲得提名凝聚出一些綠營支持者的士氣，使得民調上升，但幅度並不大，若日後民調無顯著成長，可能會有棄保效應。 范世平分析，除了遷移松山機場，姚文智沒有其它令人印象深刻的政見，以行銷的概念來說，品牌定位不清，除了「反柯」的立場外，沒有動力讓選民投票給他，且進一步探討遷機的可行性，像是桃機是否有足夠空間或其它配套來配合這項政策，姚也說得不夠明確。 若以年齡來區分，柯P在40歲以下族群獲得過半支持度，姚文智在三人中年紀最輕，反倒最不受年輕人支持，范世平說，姚的支持者看來就只是反柯的綠營選民，應該要檢討為何對年輕人吸引力不足。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"323","LTN","新黨議員邀「好好談一談」 有信心柯P會當總統
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  〔記者郭安家／台北報導〕新黨黨主席郁慕明有條件支持，新黨台北市議員陳彥伯今下午於議會市政總質詢，對台北市長柯文哲說，「民進黨提立委姚文智其實在幫你（柯），你要好好利用這機會，跟民進黨再好好談一談，其他政黨包括新黨，你也可以好好談一談。」 陳彥伯提到，媒體今下午民調，丁守中獲得29.1％支持度，小贏柯文哲的29％，而姚文智則13.5％；接著表示，「民進黨提姚文智真的在幫你」，民調差這麼多，姚第3名，按照姚說法要退出政壇，其實姚退出政壇，對政壇是不痛不癢，發那個誓是沒有用，「重點在你（柯）這邊，跟民進黨後續怎麼談，好好抉擇。」 陳彥伯接著質詢敬老卡、北市高職教育升學率高於高中等議題，並指技職教育關乎台灣發展，「你（柯）有可能落選，落選就會選總統，將來變成總統後，希望你牢記在心。」備詢台上的教育局長曾燦金趕緊說，「對市長要有信心。」陳回說，「我說他（柯）要當總統，對他沒信心啊？難怪你（曾）會不受疼，你目標只放在市長而已。」 柯文哲未回應上述政治議題，僅表示，技職教育畢業生是就業導向，未來可思考其KPI而非升學率。  台北市長柯文哲到市議會備詢。（記者林正<U+5803>攝） 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"333","LTN","議員批看不起新黨 柯P求饒喊：沒有啦！
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  議員批看不起新黨，柯文哲求饒喊：「沒有啦！」（資料照） 〔記者沈佩瑤／台北報導〕「柯綠分手」後，尋求連任的台北市長柯文哲，可能會失去許多綠營勢力的奧援，針對年底選舉策略，柯幕僚透露，目前仍定調為持續爭取友好議員支持、拉攏小黨結盟。不過新黨市議員陳彥伯今在議場酸柯「看不起新黨」，從來沒有來拉攏過，讓柯頻頻求饒直喊「沒有啦！」。 市長柯文哲今赴議會市政總質詢，新黨市議員陳彥伯拿出歷任民進黨籍北市長得票率，平均42％左右，而現任市長柯文哲在2014年的得票率則約57%，如果被拿走個20％，就有可能落選。 陳彥伯直言，他觀察柯文哲在民進黨確定自提人選後，還是一副老神在在的樣子，因為柯要勝選只有一個機會，「姚文智被棄保，來保你」，民進黨派賴清德或是陳菊要操作棄保就很困難，以姚文智在黨內的身份地位跟條件，要操作棄保就比較簡單。 對此，柯強調自己在5月1日後就沒有再跟民進黨聯絡，但陳彥伯打斷柯文哲發言指出，「現在沒有聯絡不代表之後不會聯絡。」 陳彥伯酸柯，最近聽說你要親民黨合作，怎麼不考量我們新黨，看不起喔？柯文哲尷尬笑說，不會啦，我跟你們（陳彥伯、潘懷宗）交情都很好啦！ 陳彥伯仍繼續出言譏柯，跑去問時代力量，從來不問我們新黨，黨主席郁慕明還說有條件會支持你，「要不要乾脆加入我們新黨，這次我們不推北市長候選人啦！」引發現場一陣笑聲。 陳彥伯直言，柯文哲找時代力量但對方不甩他，「林昶佐怎麼會甩你呢？」，萬一民進黨在中正萬華多提一席，他就被幹掉了，所以時代力量在中正萬華也不敢提議員，因為要保立委的位置，要跟親民黨合作沒意見，親民黨跟藍綠都可以合作，至於新黨「反正你看不起我們，我們只有兩席，沒差。」  新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"343","LTN","藍營雙北何時連線作戰？ 侯友宜：隨時可一起討論
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  侯友宜今天早上到三重護山宮參拜，並和三重西區里長座談。（記者陳心瑜攝） 〔記者陳心瑜／新北報導〕綠營確定徵召姚文智參選台北市長，姚、蘇將連線合作，媒體詢問代表國民黨參選新北市長的侯友宜，何時會和丁守中合作？侯友宜未正面回應談合作時間，僅表示只要有好的政見，能為共創雙北雙贏，「隨時可以提出來一起見面，一起討論」。 至於柯、綠分手，若柯文哲提出好的政見，侯、柯是否有可能合作？侯友宜則說，只要是好的政見，為新北市市民爭取更多福利，都能共同努力。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
"354","LTN","姚文智戰台北市 朱立倫酸：沒登記前都有變數
        
            
        
    "," 為達最佳瀏覽效果，建議使用 Chrome、Firefox 或 Internet Explorer 10(含) 以上版本的瀏覽器。 爆  姚文智代表民進黨參選台北市長，朱立倫說，沒登記前都有變數。（記者何玉華攝） 〔記者何玉華／新北報導〕民進黨選舉對策委員會昨天一致同意，建議徵召立委姚文智參選台北市長，待主席蔡英文做最後定奪，但國民黨卻解讀是「打假球」，新北市長朱立倫今天在市議會受訪時，也帶懷疑的說「在還沒有登記以前，都還有變數吧。」 朱立倫今天出席市議會市政總質詢，會前受訪被問到民進黨台北市長人選已定，是不是覺得國民黨的雙北連線可以締造雙贏？朱立倫連問兩次「民進黨有確定嗎？」「在還沒有登記以前，都還有變數吧。」 此外，因為妻舅高思博參選台南市長，朱立倫也被波及，朱立倫說，從高思博獲得提名到現在，兩人還沒有通過電話，也沒有講過一句話，他呼籲，選舉還是回到本身，當兩個競選對手彼此互相質疑，牽扯到親戚朋友，好像不是很恰當吧。 新聞送上來！快加入自由電子報APP、LINE好友  2018年6月12日‧星期二‧戊戌年四月廿九日 注目新聞 1 中國卡車罷工延燒 司機高喊「打倒共產黨」！ 2 洋腸又來！夜店外帶18歲妹 網站取名「台女很容易」... 3 侯友宜妻1塊土地99個門牌 蘇貞昌：太荒唐 4 突破中國封鎖打入國際！台灣成為ICH會員 5 G7峰會氣氛有多糟？ 梅克爾PO照片說明一切！"
